City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,srikakulam,18.3,83.9,23.38,86,15,2.63,IN,1698368503
363,el amria,35.5244,-1.0158,21.02,74,100,7.67,DZ,1698368503
364,ambon,-3.6954,128.1814,31.07,100,40,1.54,ID,1698368504
365,leava,-14.3,-178.1667,26.44,77,98,7.92,WF,1698368504
366,as sulayyil,20.4607,45.5779,22.14,61,100,3.41,SA,1698368504
367,agat village,13.3886,144.6585,30.06,91,100,2.85,GU,1698368504
368,enoch,37.7733,-113.0244,6.75,62,0,0.89,US,1698368504
369,matoury,4.8483,-52.3317,26.98,89,0,3.09,GF,1698368504
370,sinabang,2.4803,96.3801,25.93,86,100,3.53,ID,1698368505
371,la paz,-16.5,-68.15,13.65,60,75,2.57,BO,1698368412
372,abdurahmoni jomi,37.9464,68.8088,11.16,76,81,2.0,TJ,1698368505
373,afaahiti,-17.75,-149.2833,25.93,91,100,0.88,PF,1698368505
374,kosh-agach,50.0,88.6667,1.84,61,100,3.13,RU,1698368505
375,fale old settlement,-9.3852,-171.2468,28.57,77,47,6.61,TK,1698368505
376,elliot lake,46.3834,-82.6331,13.52,99,100,2.53,CA,1698368506
377,tamandare,-8.7597,-35.1047,26.12,75,41,5.09,BR,1698368266
378,akhty,41.4597,47.7312,14.24,61,83,3.06,RU,1698368506
379,enewetak,11.3474,162.3373,28.58,73,100,6.56,MH,1698368506
380,lorengau,-2.0226,147.2712,27.44,80,100,0.8,PG,1698368484
381,la romana,18.4273,-68.9728,25.2,94,40,3.09,DO,1698368424
382,aykhal,66.0,111.5,-16.44,100,100,1.22,RU,1698368507
383,laguna,38.421,-121.4238,19.1,37,0,4.12,US,1698368508
384,barcelos,41.5388,-8.6151,16.03,88,74,4.31,PT,1698368508
385,altai,46.3722,96.2583,2.88,31,79,2.65,MN,1698368508
386,komsomol'skiy,43.9783,46.6985,15.91,91,100,2.26,RU,1698368508
387,puerto carreno,6.189,-67.4859,26.3,76,100,0.54,CO,1698368508
388,bousso,10.4795,16.7117,23.07,69,100,2.14,TD,1698368509
389,ulladulla,-35.35,150.4667,15.43,81,100,6.04,AU,1698368509
390,nicoya,10.1483,-85.452,23.95,93,100,1.3,CR,1698368509
391,malango,-2.9627,119.9001,27.26,40,5,2.17,ID,1698368509
392,callao,-12.0667,-77.15,20.4,73,20,4.63,PE,1698368510
393,tadine,-21.55,167.8833,24.53,89,67,10.0,NC,1698368510
394,kalmunai,7.4167,81.8167,25.42,84,14,1.09,LK,1698368510
395,phek,25.6667,94.5,11.33,99,49,0.43,IN,1698368510
396,es castell,39.8795,4.2854,22.38,78,0,7.72,ES,1698368510
397,santa cruz,-17.8,-63.1667,25.7,94,75,2.57,BO,1698368423
398,malindi,-3.2175,40.1191,25.9,84,74,3.43,KE,1698368511
399,cromer,52.9312,1.2989,6.75,86,100,1.95,GB,1698368511
400,baoshan,46.5586,131.4244,6.42,29,79,3.21,CN,1698368511
401,gainesville,29.6516,-82.3248,22.66,74,20,2.57,US,1698368511
402,brezina,33.0989,1.2608,19.23,24,96,3.81,DZ,1698368511
403,hailar,49.2,119.7,2.26,36,3,2.56,CN,1698368511
404,ouadda,8.0777,22.4007,18.93,98,100,1.52,CF,1698368511
405,zahle,33.8497,35.9042,21.89,44,100,1.66,LB,1698368512
406,iwanai,42.9744,140.5089,16.42,64,96,0.66,JP,1698368512
407,hafar al-batin,28.4328,45.9708,20.32,64,0,1.03,SA,1698368512
408,feldioara,45.8167,25.6,10.33,98,90,1.01,RO,1698368512
409,vikhorevka,56.1201,101.1636,7.77,67,100,3.15,RU,1698368512
410,daru,-9.0763,143.2092,28.64,70,89,3.99,PG,1698368512
411,pangoa,-12.1167,-73.0,21.66,94,100,1.6,PE,1698368512
412,vung tau,10.346,107.0843,27.94,78,94,2.77,VN,1698368512
413,panama city beach,30.1766,-85.8055,22.28,85,3,2.73,US,1698368513
414,meadow lakes,61.6247,-149.6011,5.06,60,0,0.45,US,1698368334
415,chauk,20.8833,94.8167,25.48,81,71,2.2,MM,1698368513
416,gryazovets,58.88,40.2525,-3.78,78,100,3.71,RU,1698368513
417,santiago de cao,-7.9589,-79.2392,19.07,82,75,4.12,PE,1698368513
418,gorontalo,0.5412,123.0595,31.05,46,3,2.23,ID,1698368513
419,balabac,7.9868,117.0645,28.89,73,100,3.76,PH,1698368513
420,west plains,36.7281,-91.8524,19.81,88,100,4.63,US,1698368264
421,sao tome,0.3365,6.7273,25.85,87,71,3.17,ST,1698368514
422,sukumo,32.9333,132.7333,22.57,43,0,1.79,JP,1698368514
423,konarka,19.9,86.1167,22.22,82,40,2.94,IN,1698368514
424,eenhana,-17.4667,16.3333,23.18,47,11,3.15,NA,1698368514
425,siping,43.1633,124.3686,7.82,16,6,1.78,CN,1698368437
426,mildura,-34.2,142.15,20.6,41,0,3.42,AU,1698368514
427,kegalle,7.2532,80.3454,22.51,94,16,1.16,LK,1698368514
428,baiti,13.745,-14.7482,26.78,70,16,5.08,SN,1698368514
429,tionk essil,12.7856,-16.5217,28.98,84,27,2.56,SN,1698368515
430,wynyard,-41.0,145.7167,11.78,53,7,2.94,AU,1698368515
431,vorkuta,67.5,64.0,-9.18,93,100,4.1,RU,1698368515
432,rye,40.9807,-73.6837,21.7,77,0,0.0,US,1698368515
433,chegdomyn,51.1167,133.0167,-0.51,56,14,2.39,RU,1698368515
434,indramayu,-6.3264,108.32,28.71,65,37,3.59,ID,1698368515
435,khovd,48.0056,91.6419,5.29,30,41,4.49,MN,1698368516
436,vila velha,-20.3297,-40.2925,25.97,89,75,1.03,BR,1698368428
437,suntar,62.1444,117.6319,-2.57,97,96,1.3,RU,1698368516
438,grabovo,53.3875,45.064,0.51,53,100,5.74,RU,1698368516
439,latakia,35.5148,35.7768,20.1,46,100,3.1,SY,1698368516
440,margate,51.3813,1.3862,10.39,95,100,0.45,GB,1698368378
441,pangai,-19.8,-174.35,27.06,65,75,9.77,TO,1698368516
442,murghob,38.1702,73.9667,-1.82,66,57,1.53,TJ,1698368517
443,neede,52.1342,6.6139,10.56,97,100,2.04,NL,1698368517
444,korla,41.7597,86.1469,10.63,36,100,1.88,CN,1698368517
445,nahrin,36.0649,69.1334,13.04,45,0,2.52,AF,1698368517
446,mananjary,-21.2167,48.3333,22.81,93,81,2.85,MG,1698368517
447,brzesko,49.9691,20.6061,12.12,86,100,0.82,PL,1698368337
448,umm kaddadah,13.6017,26.6876,28.83,38,100,4.39,SD,1698368517
449,tuba city,36.135,-111.2399,17.43,37,4,2.68,US,1698368518
450,fort st. john,56.2499,-120.8529,-4.06,74,75,3.09,CA,1698368415
451,puerto san jose,13.9256,-90.8244,26.73,82,100,0.66,GT,1698368518
452,nova vicosa,-17.8919,-39.3719,24.82,91,100,6.63,BR,1698368518
453,hilo,19.7297,-155.09,26.72,88,40,3.51,US,1698368518
454,huzhou,30.8703,120.0933,20.86,72,98,3.17,CN,1698368518
455,marka,1.7159,44.7717,26.04,85,100,3.96,SO,1698368519
456,faaa,-17.55,-149.6,26.98,69,75,4.12,PF,1698368519
457,panaba,21.2833,-88.2667,25.85,69,57,5.59,MX,1698368519
458,aswan,24.0934,32.907,29.61,26,0,2.06,EG,1698368489
459,varzea da palma,-17.5981,-44.7308,22.48,91,100,1.07,BR,1698368519
460,tabou,4.423,-7.3528,25.2,91,41,3.28,CI,1698368520
461,domoni,-12.2569,44.5319,25.29,87,13,2.02,KM,1698368520
462,west kelowna,49.8625,-119.5833,4.14,41,75,2.57,CA,1698368253
463,bignona,12.8103,-16.2264,27.02,88,28,2.1,SN,1698368520
464,arraial do cabo,-22.9661,-42.0278,22.92,88,75,5.14,BR,1698368520
465,waingapu,-9.6567,120.2641,30.01,55,0,2.63,ID,1698368520
466,salym,60.0625,71.4789,-5.45,88,100,5.1,RU,1698368521
467,naracoorte,-36.9579,140.7383,18.49,28,45,3.27,AU,1698368521
468,dom pedrito,-30.9828,-54.6731,12.47,81,0,3.07,BR,1698368521
469,kyzyl-kyya,40.2568,72.1279,8.4,55,100,0.42,KG,1698368521
470,kayangel,8.0823,134.7173,28.23,72,81,0.78,PW,1698368522
471,wainwright,52.839,-110.8572,-6.16,76,100,3.02,CA,1698368522
472,hermanus,-34.4187,19.2345,15.92,74,100,4.8,ZA,1698368522
473,carauari,-4.8828,-66.8958,23.17,93,100,0.79,BR,1698368522
474,bingerville,5.3584,-3.8869,26.52,83,20,3.6,CI,1698368523
475,haiku-pauwela,20.9219,-156.3051,28.98,64,78,1.34,US,1698368523
476,poinciana,28.1403,-81.4584,25.09,82,100,2.57,US,1698368524
477,san carlos,9.6612,-68.5827,24.18,96,96,1.07,VE,1698368524
478,gracemere,-23.4333,150.45,25.95,11,0,5.66,AU,1698368524
479,linxia chengguanzhen,35.6003,103.2064,10.47,61,37,0.92,CN,1698368524
480,saint-pierre-du-mont,43.8845,-0.5219,13.21,95,13,4.12,FR,1698368525
481,kurmuk,10.55,34.2833,22.71,78,100,0.79,SD,1698368525
482,walvis bay,-22.9575,14.5053,16.53,82,98,3.6,NA,1698368525
483,whangarei,-35.7317,174.3239,12.39,91,100,3.57,NZ,1698368525
484,burnie,-41.0667,145.9167,15.81,50,8,2.78,AU,1698368526
485,manjeshvar,12.7,74.8833,25.66,85,14,1.8,IN,1698368526
486,jinghong,21.991,100.7341,23.76,75,15,0.37,CN,1698368526
487,kamaishi,39.2667,141.8833,17.96,57,49,1.18,JP,1698368429
488,harper,4.375,-7.7169,25.14,91,39,3.54,LR,1698368527
489,bisert',56.8617,59.0523,-8.61,95,66,3.08,RU,1698368527
490,karasburg,-28.0167,18.75,17.19,23,3,3.34,NA,1698368527
491,othis,49.0739,2.675,12.42,100,75,5.14,FR,1698368527
492,abadeh,31.1608,52.6506,9.29,68,11,1.18,IR,1698368527
493,bartica,6.4,-58.6167,27.18,94,85,0.94,GY,1698368528
494,new norfolk,-42.7826,147.0587,13.29,37,22,1.12,AU,1698368528
495,yemetsk,63.4721,41.7941,-4.37,90,93,1.58,RU,1698368528
496,vallenar,-28.5708,-70.7581,10.88,72,0,1.46,CL,1698368528
497,saint-pierre,-21.3393,55.4781,22.82,68,0,2.57,RE,1698368529
498,kresek,-6.1314,106.3797,31.73,71,100,0.92,ID,1698368529
499,udaipur,24.5712,73.6918,15.5,29,4,1.74,IN,1698368271
500,charters towers,-20.1,146.2667,30.22,26,0,6.09,AU,1698368529
501,bochum,51.4833,7.2167,10.76,84,100,1.51,DE,1698368529
502,bei'an,24.5399,109.533,22.77,78,81,2.98,CN,1698368530
503,mendi,-6.1761,143.6513,18.98,72,72,1.79,PG,1698368530
504,vuktyl,63.8567,57.3094,-6.61,88,47,2.24,RU,1698368530
505,la ronge,55.1001,-105.2842,-2.86,68,100,4.63,CA,1698368530
506,hasparren,43.3838,-1.305,15.04,72,0,2.57,FR,1698368530
507,new plymouth,-39.0667,174.0833,10.73,69,100,12.51,NZ,1698368461
508,mejit,10.2753,170.8646,28.48,75,92,4.74,MH,1698368531
509,nagarote,12.2659,-86.5647,29.82,93,100,1.97,NI,1698368531
510,dryden,49.7833,-92.7503,0.16,93,100,6.69,CA,1698368456
511,koraput,18.8167,82.7167,17.23,87,7,0.97,IN,1698368532
512,tsiombe,-25.3,45.4833,17.96,75,38,2.05,MG,1698368532
513,agropoli,40.3469,14.9966,21.16,88,100,4.3,IT,1698368532
514,flying fish cove,-10.4217,105.6791,26.82,78,75,4.63,CX,1698368532
515,calama,-22.4667,-68.9333,17.27,20,0,7.72,CL,1698368047
516,laojunmiao,39.8333,97.7333,7.84,20,0,1.26,CN,1698368532
517,inverness,57.4791,-4.224,11.0,88,75,4.63,GB,1698368467
518,darwin,-12.4611,130.8418,32.75,62,20,1.54,AU,1698368533
519,hassi messaoud,31.6804,6.0729,20.92,35,0,1.54,DZ,1698368533
520,vertientes,21.2594,-78.1464,22.68,73,0,4.16,CU,1698368533
521,garissa,-0.4536,39.6401,25.35,78,95,5.12,KE,1698368534
522,kirkwall,58.9848,-2.9587,10.03,87,100,9.26,GB,1698368534
523,yemva,62.59,50.8594,-2.03,82,100,3.22,RU,1698368534
524,chibougamau,49.9168,-74.3659,1.79,100,100,3.09,CA,1698368534
525,trail,49.0998,-117.7022,4.27,75,100,0.74,CA,1698368534
526,beira,-19.8436,34.8389,21.05,94,20,1.03,MZ,1698368534
527,saiha,22.4833,92.9667,19.61,87,14,1.02,IN,1698368534
528,kill devil hills,36.0307,-75.676,18.88,91,0,0.0,US,1698368535
529,tocache,-8.1842,-76.5125,23.54,89,100,0.21,PE,1698368535
530,jumla,29.2747,82.1838,5.8,77,0,1.83,NP,1698368535
531,bernalillo,35.05,-106.6673,20.29,34,20,4.12,US,1698368535
532,"laikit, laikit ii (dimembe)",1.4792,124.9735,29.47,62,20,1.03,ID,1698368535
533,tutoia,-2.7619,-42.2744,26.04,77,21,5.56,BR,1698368536
534,krasnyy chikoy,50.3643,108.7512,2.54,64,100,1.48,RU,1698368536
535,montepuez,-13.1256,38.9997,23.46,72,100,2.36,MZ,1698368536
536,san antonio,29.4241,-98.4936,26.61,90,20,3.6,US,1698368536
537,gudari,19.35,83.7833,19.68,79,0,1.13,IN,1698368536
538,qamdo,31.1667,97.2333,-2.98,68,81,0.57,CN,1698368537
539,queenstown,-31.8976,26.8753,18.22,30,6,0.92,ZA,1698368537
540,suncho corral,-27.9336,-63.4294,20.03,77,100,1.37,AR,1698368537
541,namibe,-15.1961,12.1522,19.61,80,100,1.63,AO,1698368537
542,moranbah,-22.0016,148.0466,27.35,14,0,6.26,AU,1698368537
543,tindouf,27.6711,-8.1474,21.25,32,0,3.09,DZ,1698368538
544,palikir - national government center,6.9248,158.1611,28.02,71,91,1.38,FM,1698368538
545,uribia,11.7139,-72.266,27.94,75,99,3.01,CO,1698368538
546,doctor juan leon mallorquin,-25.4,-55.2667,22.85,83,30,1.73,PY,1698368538
547,puerto deseado,-47.7503,-65.8938,7.26,64,23,7.95,AR,1698368539
548,sidney,-33.8679,151.2073,17.01,75,75,9.77,AU,1698368383
549,gebeit,21.0667,36.3167,24.54,61,21,2.53,SD,1698368539
550,padang,-0.9492,100.3543,24.03,83,36,0.91,ID,1698368477
551,howrah,22.5892,88.3103,25.0,88,40,2.57,IN,1698368539
552,jilib,0.4883,42.7854,24.51,94,100,1.6,SO,1698368540
553,bermejo,-32.8833,-68.8,21.95,46,40,1.03,AR,1698368540
554,ak'ordat,15.5486,37.8867,27.77,54,100,1.88,ER,1698368540
555,orchard homes,46.8633,-114.0484,-4.11,79,100,3.13,US,1698368540
556,luchegorsk,46.4764,134.2569,6.14,50,11,1.97,RU,1698368541
557,puerto lempira,15.2667,-83.7667,28.67,78,7,7.46,HN,1698368429
558,ballina,-28.8667,153.5667,16.55,90,100,10.42,AU,1698368541
559,baturaja,-4.1333,104.1667,28.52,63,92,1.02,ID,1698368541
560,gadzhiyevo,69.2551,33.3362,-3.86,94,100,3.04,RU,1698368541
561,monrovia,6.3005,-10.7969,26.22,83,100,2.93,LR,1698368542
562,kuytun,54.3419,101.5036,2.93,75,100,2.23,RU,1698368542
563,cidreira,-30.1811,-50.2056,15.77,73,0,3.02,BR,1698368542
564,mitu,1.1983,-70.1733,25.85,80,100,1.35,CO,1698368542
565,general villegas,-35.0328,-63.0125,15.63,94,100,4.71,AR,1698368542
566,camana,-16.6228,-72.7111,18.8,88,95,2.61,PE,1698368543
567,viedma,-40.8135,-62.9967,11.56,55,18,4.33,AR,1698368543
568,semirom,31.4167,51.5667,6.0,73,0,1.08,IR,1698368543
569,villa bruzual,9.3328,-69.1208,23.43,92,91,1.02,VE,1698368543
570,erdenet,49.0333,104.0833,4.36,49,13,2.18,MN,1698368544
571,mar del plata,-38.0023,-57.5575,20.01,42,0,4.12,AR,1698368343
572,new kingman-butler,35.265,-114.0323,22.51,37,0,3.6,US,1698368544
573,ribeira brava,32.65,-17.0667,22.62,81,100,2.02,PT,1698368544
574,odda,60.0691,6.5457,2.65,81,22,2.15,NO,1698368544
575,veinticinco de mayo,-35.4323,-60.1727,16.1,80,9,0.45,AR,1698368544
576,tereze,43.9361,42.4434,12.1,65,100,2.87,RU,1698368545
577,sabinanigo,42.5192,-0.3661,8.4,93,1,2.49,ES,1698368545
578,kavaratti,10.5669,72.642,28.26,69,5,2.26,IN,1698368545
579,ceelbuur,4.685,46.6176,25.75,82,91,3.4,SO,1698368545
580,medzilaborce,49.2719,21.9007,12.3,93,96,3.09,SK,1698368546
581,gamboula,4.1178,15.1393,19.95,98,97,0.75,CF,1698368546
582,port huron,42.9709,-82.4249,19.99,72,75,5.14,US,1698368481
583,la sarre,48.8002,-79.1996,3.59,96,100,5.08,CA,1698368546
584,gizo,-8.103,156.8419,26.32,82,100,1.24,SB,1698368546
585,mkushi,-13.6202,29.3939,20.51,73,3,2.71,ZM,1698368547
586,champerico,14.3,-91.9167,26.3,86,100,2.63,GT,1698368436
587,yaren,-0.5472,166.916,28.76,72,1,2.79,NR,1698368547
588,marquette,46.5333,-87.6335,8.79,99,100,0.89,US,1698368547
589,shwebo,22.5667,95.7,23.28,90,1,1.93,MM,1698368548
